Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point_temperature,Solar_Radiation,Rainfall,Snowfall,Rented_Bike_Count
20,-7.6,36,1.7,1858,-20.1,0.0,0.0,0.0,117
21,-7.9,35,2.6,1878,-20.7,0.0,0.0,0.0,103
22,-7.8,43,2.3,1804,-18.2,0.0,0.0,0.0,114
23,-7.6,42,1.2,1760,-18.3,0.0,0.0,0.0,103
0,-7.5,36,2.3,1972,-20.0,0.0,0.0,0.0,125
1,-7.5,45,2.4,1853,-17.4,0.0,0.0,0.0,103
5,-7.5,33,1.5,2000,-21.0,0.0,0.0,0.0,21
6,-7.8,35,1.9,2000,-20.6,0.0,0.0,0.0,30
7,-8.0,39,1.9,2000,-19.5,0.0,0.0,0.0,42
9,-7.8,41,1.8,1923,-18.7,0.17,0.0,0.0,104
11,-4.6,27,2.6,1887,-20.8,0.85,0.0,0.0,145
12,-3.5,26,2.5,1756,-20.2,1.07,0.0,0.0,189
13,-2.4,22,2.5,1866,-21.2,1.16,0.0,0.0,206
14,-1.5,20,3.0,1992,-21.6,1.09,0.0,0.0,225
15,-1.9,23,4.3,2000,-20.3,0.7,0.0,0.0,217
16,-2.1,27,4.0,2000,-18.6,0.52,0.0,0.0,187
18,-4.9,35,3.7,2000,-18.0,0.04,0.0,0.0,157
19,-6.0,31,3.6,2000,-20.4,0.0,0.0,0.0,134
20,-7.0,30,2.8,2000,-21.6,0.0,0.0,0.0,113
21,-7.3,34,3.5,2000,-20.5,0.0,0.0,0.0,106
22,-7.9,40,2.5,1997,-19.1,0.0,0.0,0.0,105
0,-9.3,45,0.7,1976,-19.0,0.0,0.0,0.0,80
1,-9.8,47,1.3,1934,-19.0,0.0,0.0,0.0,62
2,-10.2,47,0.9,1808,-19.3,0.0,0.0,0.0,49
3,-9.8,43,2.8,1963,-20.0,0.0,0.0,0.0,27
4,-9.9,45,2.5,1967,-19.6,0.0,0.0,0.0,26
5,-10.4,47,1.0,1921,-19.5,0.0,0.0,0.0,50
6,-10.9,43,1.0,1967,-21.0,0.0,0.0,0.0,94
7,-11.1,37,1.6,2000,-22.9,0.0,0.0,0.0,231
8,-11.5,38,1.0,1998,-23.0,0.01,0.0,0.0,450
9,-10.8,34,2.9,1975,-23.6,0.17,0.0,0.0,217
10,-9.5,28,3.7,1893,-24.6,0.59,0.0,0.0,135
11,-8.1,24,3.6,1761,-25.1,0.91,0.0,0.0,166
12,-7.3,23,3.8,1903,-24.9,1.17,0.0,0.0,186
13,-6.9,23,4.6,1963,-24.6,1.28,0.0,0.0,166
14,-5.7,23,4.5,1956,-23.5,1.25,0.0,0.0,168
15,-5.2,27,4.5,1927,-21.3,1.06,0.0,0.0,177
16,-5.5,28,4.3,1926,-21.1,0.78,0.0,0.0,195
17,-5.7,30,3.6,1978,-20.5,0.4,0.0,0.0,239
19,-7.1,40,3.2,2000,-18.4,0.0,0.0,0.0,282
20,-7.4,41,3.8,2000,-18.4,0.0,0.0,0.0,197
21,-7.7,42,2.9,1905,-18.4,0.0,0.0,0.0,182
22,-8.8,40,3.0,1985,-19.9,0.0,0.0,0.0,172
23,-9.4,41,1.6,2000,-20.2,0.0,0.0,0.0,99
1,-10.4,37,0.3,2000,-22.3,0.0,0.0,0.0,129
2,-10.6,40,1.0,2000,-21.6,0.0,0.0,0.0,84
3,-10.7,42,1.4,2000,-21.1,0.0,0.0,0.0,54
4,-11.1,50,1.2,1986,-19.4,0.0,0.0,0.0,33
6,-11.2,53,0.9,2000,-18.9,0.0,0.0,0.0,94
7,-11.3,57,0.9,1984,-18.1,0.0,0.0,0.0,214
8,-11.1,61,0.7,1963,-17.1,0.01,0.0,0.0,491
9,-9.9,49,0.8,1624,-18.6,0.2,0.0,0.0,254
10,-7.5,42,0.9,1705,-18.2,0.55,0.0,0.0,170
12,-3.2,32,2.7,1900,-17.5,1.01,0.0,0.0,253
14,-1.1,46,2.1,1437,-11.2,0.72,0.0,0.0,238
16,-2.2,76,1.7,233,-5.8,0.25,0.0,0.0,94
18,-2.3,91,0.4,202,-3.5,0.0,1.4,2.0,100
19,-1.7,91,1.1,167,-2.9,0.0,0.0,3.0,59
20,-1.5,91,1.7,270,-2.7,0.0,0.0,3.3,72
21,-1.6,91,1.3,508,-2.8,0.0,1.5,3.5,60
23,-1.7,83,1.0,1093,-4.2,0.0,0.0,3.5,62
0,-1.7,83,0.8,1113,-4.2,0.0,0.0,3.5,69
1,-1.6,81,1.1,1141,-4.4,0.0,0.0,3.5,96
2,-1.6,80,1.4,1097,-4.6,0.0,0.0,3.5,60
3,-2.2,83,1.0,977,-4.7,0.0,0.0,3.5,47
4,-2.4,82,1.5,877,-5.0,0.0,0.0,3.5,34
6,-3.1,80,0.7,1215,-6.0,0.0,0.0,3.5,63
7,-3.5,83,1.6,953,-5.9,0.0,0.0,3.5,124
8,-3.6,83,1.7,915,-6.0,0.0,0.0,3.5,273
9,-3.3,77,1.2,916,-6.7,0.1,0.0,3.4,137
10,-2.3,63,1.7,1286,-8.4,0.22,0.0,3.2,102
11,-1.5,46,2.5,1906,-11.6,0.56,0.0,3.0,144
12,-1.0,35,2.7,1921,-14.5,0.64,0.0,3.0,160
13,-0.8,39,2.6,1853,-13.0,0.54,0.0,2.8,171
14,-0.7,33,2.7,1984,-15.0,0.56,0.0,2.5,156
15,-0.5,30,2.3,1997,-15.9,0.45,0.0,2.2,214
16,-0.1,29,1.6,2000,-16.0,0.5,0.0,1.8,216
17,-0.9,34,2.8,2000,-14.8,0.28,0.0,1.8,279
19,-2.2,36,2.2,2000,-15.2,0.0,0.0,1.6,270
20,-2.6,36,3.1,2000,-15.6,0.0,0.0,1.6,229
21,-3.4,40,0.9,2000,-15.0,0.0,0.0,1.6,229
22,-4.2,48,1.0,2000,-13.5,0.0,0.0,1.6,188
23,-4.7,53,1.3,2000,-12.8,0.0,0.0,1.6,132
0,-5.2,56,1.4,1996,-12.6,0.0,0.0,1.6,122
1,-5.4,54,1.7,1996,-13.2,0.0,0.0,1.6,149
2,-5.5,53,2.1,1980,-13.5,0.0,0.0,1.6,103
3,-6.2,57,1.6,1874,-13.3,0.0,0.0,1.6,81
4,-7.1,56,1.8,1841,-14.4,0.0,0.0,1.6,37
7,-8.7,64,0.5,1972,-14.2,0.0,0.0,1.6,244
9,-7.9,50,0.6,1805,-16.5,0.23,0.0,1.6,259
10,-5.0,41,0.5,1799,-16.2,0.64,0.0,1.5,168
11,-2.6,33,1.5,1830,-16.6,0.95,0.0,1.4,194
14,0.8,23,3.2,2000,-18.0,1.29,0.0,0.5,256
15,0.7,25,3.0,1987,-17.1,1.12,0.0,0.0,293
16,1.1,26,2.1,1957,-16.3,0.82,0.0,0.0,268
17,0.3,26,2.4,1977,-17.0,0.45,0.0,0.0,341
18,-1.0,28,1.9,2000,-17.2,0.08,0.0,0.0,542
19,-1.8,32,1.5,2000,-16.3,0.0,0.0,0.0,344
20,-2.4,36,1.0,2000,-15.4,0.0,0.0,0.0,263
21,-3.2,47,1.8,1917,-12.9,0.0,0.0,0.0,257
22,-3.9,52,1.2,1871,-12.3,0.0,0.0,0.0,235
0,-4.9,56,1.1,1982,-12.3,0.0,0.0,0.0,138
1,-5.2,56,0.9,1973,-12.6,0.0,0.0,0.0,159
2,-5.7,59,0.3,1951,-12.4,0.0,0.0,0.0,102
3,-6.3,63,0.9,1425,-12.2,0.0,0.0,0.0,65
5,-6.8,61,0.2,1724,-13.0,0.0,0.0,0.0,48
6,-7.0,62,1.3,1830,-13.0,0.0,0.0,0.0,115
7,-7.4,62,1.5,1909,-13.4,0.0,0.0,0.0,267
8,-7.4,58,2.2,1882,-14.2,0.01,0.0,0.0,558
10,-4.1,43,1.2,1187,-14.8,0.59,0.0,0.0,187
11,-1.4,37,1.0,1317,-14.2,0.91,0.0,0.0,234
12,0.9,37,1.5,1283,-12.1,1.12,0.0,0.0,303
13,1.6,29,2.2,1662,-14.5,1.2,0.0,0.0,294
16,2.9,26,3.0,1968,-14.7,0.69,0.0,0.0,330
17,2.0,25,2.3,1998,-16.0,0.34,0.0,0.0,382
18,0.5,37,3.0,1733,-12.5,0.06,0.0,0.0,592
19,-0.5,43,2.5,1666,-11.5,0.0,0.0,0.0,379
20,-1.3,51,2.4,1481,-10.1,0.0,0.0,0.0,241
21,-2.0,61,1.7,1655,-8.5,0.0,0.0,0.0,225
22,-2.4,63,1.3,1523,-8.4,0.0,0.0,0.0,227
23,-2.6,69,2.0,1434,-7.5,0.0,0.0,0.0,178
0,-2.5,69,2.2,1366,-7.4,0.0,0.0,0.0,182
1,-2.3,71,3.2,1078,-6.8,0.0,0.0,0.0,184
2,-3.4,82,4.2,184,-6.0,0.0,0.0,0.0,123
3,-4.4,80,4.3,346,-7.3,0.0,0.1,0.1,60
4,-5.6,74,4.0,387,-9.5,0.0,0.0,0.2,35
5,-6.3,65,3.9,1521,-11.8,0.0,0.0,0.3,31
6,-7.8,57,4.8,1867,-14.8,0.0,0.4,0.3,33
7,-8.8,58,4.0,1942,-15.5,0.0,0.0,0.3,67
8,-9.5,56,3.5,1979,-16.6,0.01,0.0,0.3,116
9,-9.4,47,3.3,1995,-18.6,0.42,0.0,0.3,168
10,-8.5,43,4.0,1797,-18.8,1.09,0.0,0.2,144
11,-7.7,41,4.6,1984,-18.7,1.65,0.0,0.2,195
12,-6.0,38,3.4,1930,-18.0,2.04,0.0,0.0,192
15,-4.5,31,4.3,1979,-19.1,1.91,0.0,0.0,210
17,-5.6,32,4.6,2000,-19.7,0.53,0.0,0.0,211
18,-6.6,36,4.4,2000,-19.2,0.15,0.0,0.0,175
19,-7.6,32,4.8,2000,-21.4,0.0,0.0,0.0,135
21,-9.1,38,2.7,2000,-20.8,0.0,0.0,0.0,107
23,-10.0,48,2.6,2000,-18.9,0.0,0.0,0.0,91
2,-10.5,49,2.0,2000,-19.1,0.0,0.0,0.0,60
4,-11.2,47,2.3,2000,-20.3,0.0,0.0,0.0,35
6,-11.8,54,2.4,1917,-19.2,0.0,0.0,0.0,23
7,-12.4,54,2.5,1790,-19.8,0.0,0.0,0.0,34
9,-12.4,51,3.8,1415,-20.4,0.38,0.0,0.0,97
10,-11.2,43,3.5,1359,-21.3,1.04,0.0,0.0,103
11,-9.7,37,2.8,1436,-21.6,1.57,0.0,0.0,115
12,-8.3,32,1.8,1295,-22.1,1.99,0.0,0.0,165
13,-8.3,34,4.0,1561,-21.4,2.22,0.0,0.0,152
14,-7.4,33,4.0,1713,-20.9,2.17,0.0,0.0,177
18,-7.0,26,4.1,2000,-23.3,0.16,0.0,0.0,154
19,-7.7,31,3.3,2000,-21.9,0.0,0.0,0.0,124
20,-8.2,28,3.5,2000,-23.5,0.0,0.0,0.0,98
21,-8.9,35,3.2,2000,-21.6,0.0,0.0,0.0,107
22,-9.7,45,1.3,2000,-19.4,0.0,0.0,0.0,78
0,-10.5,52,2.4,2000,-18.4,0.0,0.0,0.0,82
1,-11.2,54,1.0,2000,-18.6,0.0,0.0,0.0,52
2,-11.2,55,1.5,2000,-18.4,0.0,0.0,0.0,39
3,-11.3,54,0.6,2000,-18.7,0.0,0.0,0.0,33
4,-11.7,51,1.2,2000,-19.8,0.0,0.0,0.0,20
6,-11.5,40,2.3,2000,-22.4,0.0,0.0,0.0,110
8,-11.5,40,2.8,2000,-22.4,0.02,0.0,0.0,433
9,-11.1,38,2.4,1945,-22.6,0.43,0.0,0.0,216
11,-8.5,27,4.7,1894,-24.2,1.73,0.0,0.0,156
12,-7.8,28,4.1,2000,-23.1,2.12,0.0,0.0,157
13,-7.0,25,4.2,1999,-23.7,2.29,0.0,0.0,169
14,-6.4,24,4.6,1970,-23.7,2.23,0.0,0.0,170
16,-5.4,25,3.4,1985,-22.3,1.44,0.0,0.0,199
17,-6.4,28,4.5,2000,-21.9,0.81,0.0,0.0,225
18,-7.6,29,3.5,2000,-22.6,0.16,0.0,0.0,388
19,-8.3,29,4.1,2000,-23.2,0.0,0.0,0.0,246
20,-9.1,35,3.8,2000,-21.7,0.0,0.0,0.0,206
21,-9.8,41,3.9,1949,-20.6,0.0,0.0,0.0,177
1,-10.9,36,3.3,2000,-23.0,0.0,0.0,0.0,87
3,-11.6,35,3.2,1992,-24.0,0.0,0.0,0.0,36
4,-12.0,36,2.7,1998,-24.0,0.0,0.0,0.0,32
6,-12.5,40,3.4,1991,-23.3,0.0,0.0,0.0,94
7,-12.7,41,3.7,1982,-23.2,0.0,0.0,0.0,213
8,-12.7,41,3.1,2000,-23.2,0.02,0.0,0.0,438
9,-12.3,39,3.7,1984,-23.4,0.45,0.0,0.0,217
10,-11.3,35,4.2,1848,-23.7,1.15,0.0,0.0,128
12,-8.2,31,2.7,1858,-22.3,2.09,0.0,0.0,172
13,-7.5,28,4.3,1904,-22.9,2.3,0.0,0.0,165
14,-7.0,26,4.4,1986,-23.3,2.24,0.0,0.0,147
16,-5.9,24,3.5,2000,-23.2,1.44,0.0,0.0,175
17,-6.6,29,2.5,2000,-21.7,0.68,0.0,0.0,227
18,-7.6,36,3.3,2000,-20.1,0.11,0.0,0.0,392
19,-8.4,37,4.0,2000,-20.5,0.0,0.0,0.0,251
20,-9.6,34,2.6,2000,-22.5,0.0,0.0,0.0,193
21,-10.6,39,3.1,2000,-21.9,0.0,0.0,0.0,175
23,-11.8,46,1.1,1860,-21.1,0.0,0.0,0.0,106
0,-12.3,47,0.4,1848,-21.3,0.0,0.0,0.0,116
1,-12.3,47,1.9,1837,-21.3,0.0,0.0,0.0,96
2,-12.5,50,1.0,1722,-20.8,0.0,0.0,0.0,83
3,-12.5,49,1.5,1885,-21.0,0.0,0.0,0.0,51
5,-13.0,53,0.7,1810,-20.5,0.0,0.0,0.0,45
6,-13.2,50,0.5,1873,-21.4,0.0,0.0,0.0,92
7,-13.2,56,0.9,1665,-20.1,0.0,0.0,0.0,214
8,-13.3,60,0.6,1598,-19.4,0.02,0.0,0.0,469
9,-12.0,50,1.3,1523,-20.3,0.43,0.0,0.0,237
10,-9.6,39,0.7,1580,-21.0,1.06,0.0,0.0,155
11,-7.0,28,3.3,1829,-22.4,1.56,0.0,0.0,176
12,-6.0,24,2.6,1964,-23.3,1.97,0.0,0.0,188
13,-4.5,23,2.6,1937,-22.5,2.12,0.0,0.0,228
14,-3.5,20,1.5,1976,-23.2,2.02,0.0,0.0,199
15,-2.1,20,2.3,1961,-22.1,1.87,0.0,0.0,221
16,-1.7,18,2.0,1919,-22.9,1.41,0.0,0.0,240
17,-2.3,20,2.2,1994,-22.2,0.77,0.0,0.0,320
19,-5.2,33,2.6,2000,-19.0,0.0,0.0,0.0,280
20,-5.8,44,2.1,1994,-16.1,0.0,0.0,0.0,218
21,-6.3,48,2.2,1965,-15.5,0.0,0.0,0.0,223
22,-6.8,50,1.7,1856,-15.5,0.0,0.0,0.0,200
23,-7.6,50,1.0,1839,-16.2,0.0,0.0,0.0,164
0,-8.2,50,1.1,1850,-16.8,0.0,0.0,0.0,136
2,-8.3,65,0.4,1750,-13.7,0.0,0.0,0.0,103
3,-8.6,64,0.9,1754,-14.1,0.0,0.0,0.0,57
5,-9.0,56,0.4,1678,-16.1,0.0,0.0,0.0,39
6,-9.3,61,0.7,1684,-15.4,0.0,0.0,0.0,99
7,-9.6,67,1.0,1503,-14.5,0.0,0.0,0.0,255
8,-9.7,65,0.8,1508,-15.0,0.02,0.0,0.0,507
9,-8.5,55,1.0,1482,-15.9,0.4,0.0,0.0,270
12,-1.5,35,1.2,1551,-15.0,1.9,0.0,0.0,253
13,0.3,30,1.4,1697,-15.2,2.11,0.0,0.0,270
15,1.4,25,2.2,1686,-16.5,1.81,0.0,0.0,286
17,1.5,24,1.9,1788,-16.9,0.72,0.0,0.0,337
18,-0.5,26,1.7,1999,-17.7,0.15,0.0,0.0,564
19,-1.8,35,1.4,1558,-15.2,0.0,0.0,0.0,378
20,-2.8,40,1.5,1593,-14.5,0.0,0.0,0.0,277
21,-3.3,42,1.1,1596,-14.4,0.0,0.0,0.0,268
23,-4.3,44,0.7,1247,-14.7,0.0,0.0,0.0,195
0,-4.6,38,0.1,1551,-16.7,0.0,0.0,0.0,178
1,-4.8,44,1.1,1432,-15.2,0.0,0.0,0.0,159
2,-5.1,47,0.9,1460,-14.6,0.0,0.0,0.0,107
3,-5.2,48,0.7,1309,-14.5,0.0,0.0,0.0,78
4,-4.4,47,0.9,1343,-14.0,0.0,0.0,0.0,46
6,-4.0,41,0.8,1242,-15.3,0.0,0.0,0.0,117
7,-3.6,42,0.9,1258,-14.6,0.0,0.0,0.0,273
8,-3.3,39,0.9,1279,-15.3,0.02,0.0,0.0,589
9,-2.4,36,1.2,1276,-15.4,0.2,0.0,0.0,308
10,-1.3,34,0.5,1192,-15.1,0.32,0.0,0.0,199
12,1.6,28,0.5,1193,-14.9,0.88,0.0,0.0,260
14,4.0,25,0.9,1009,-14.3,1.06,0.0,0.0,283
17,4.8,38,3.0,1582,-8.3,0.47,0.0,0.0,422
20,3.0,61,1.9,842,-3.8,0.0,0.0,0.0,308
21,2.9,63,1.0,786,-3.4,0.0,0.0,0.0,243
23,2.0,70,0.7,689,-2.9,0.0,0.0,0.0,193
0,1.5,71,1.1,590,-3.1,0.0,0.0,0.0,197
1,1.7,71,1.2,584,-3.0,0.0,0.0,0.0,237
2,1.9,71,1.5,584,-2.8,0.0,0.0,0.0,169
3,2.0,71,1.2,534,-2.7,0.0,0.0,0.0,145
4,1.9,74,1.2,514,-2.2,0.0,0.0,0.0,79
6,1.6,78,1.6,448,-1.8,0.0,0.0,0.0,48
8,1.6,82,1.3,349,-1.1,0.01,0.0,0.0,188
10,1.8,73,2.8,270,-2.5,0.69,0.0,0.0,223
11,2.6,62,2.9,294,-3.9,1.12,0.0,0.0,235
13,2.8,31,4.0,967,-12.6,1.42,0.0,0.0,296
14,2.2,24,4.5,1700,-16.3,1.66,0.0,0.0,286
15,2.0,20,4.1,1942,-18.6,1.49,0.0,0.0,277
16,0.3,17,4.9,2000,-21.9,0.87,0.0,0.0,291
17,-0.9,19,5.0,2000,-21.6,0.48,0.0,0.0,277
18,-2.0,15,5.6,2000,-25.2,0.13,0.0,0.0,216
19,-3.1,14,5.1,2000,-26.9,0.0,0.0,0.0,151
20,-4.4,19,5.8,2000,-24.6,0.0,0.0,0.0,132
21,-5.6,28,4.1,2000,-21.2,0.0,0.0,0.0,124
22,-6.2,32,3.5,2000,-20.2,0.0,0.0,0.0,128
23,-6.7,35,2.1,2000,-19.6,0.0,0.0,0.0,118
0,-6.9,36,2.1,2000,-19.5,0.0,0.0,0.0,112
1,-7.0,38,2.6,2000,-18.9,0.0,0.0,0.0,95
2,-7.0,42,1.6,2000,-17.7,0.0,0.0,0.0,93
3,-7.2,43,2.0,2000,-17.6,0.0,0.0,0.0,58
4,-7.5,42,2.4,1998,-18.2,0.0,0.0,0.0,34
5,-7.8,39,2.8,2000,-19.3,0.0,0.0,0.0,19
6,-8.4,33,1.4,1963,-21.8,0.0,0.0,0.0,39
7,-9.2,34,2.0,1945,-22.2,0.0,0.0,0.0,40
10,-6.9,21,3.4,1827,-25.6,1.16,0.0,0.0,130
11,-5.0,25,3.2,1853,-22.0,1.75,0.0,0.0,155
12,-3.9,28,2.9,1921,-19.7,2.12,0.0,0.0,174
15,-2.6,31,2.7,1987,-17.4,1.36,0.0,0.0,181
16,-3.6,36,4.4,2000,-16.5,0.67,0.0,0.0,175
17,-4.2,47,2.7,2000,-13.8,0.31,0.0,0.0,198
18,-4.6,56,3.6,2000,-12.0,0.09,0.0,0.0,150
19,-5.2,66,3.1,2000,-10.5,0.0,0.0,0.0,147
20,-5.7,67,2.6,2000,-10.8,0.0,0.0,0.0,127
21,-5.6,69,2.2,1984,-10.3,0.0,0.0,0.0,119
22,-5.8,57,3.2,1980,-12.9,0.0,0.0,0.0,103
1,-7.9,52,3.7,1961,-16.0,0.0,0.0,0.0,69
2,-8.3,49,2.7,2000,-17.1,0.0,0.0,0.0,45
4,-8.6,31,3.5,2000,-22.7,0.0,0.0,0.0,33
5,-9.2,37,1.1,2000,-21.2,0.0,0.0,0.0,30
6,-9.5,36,1.5,2000,-21.8,0.0,0.0,0.0,109
7,-9.5,35,1.1,2000,-22.1,0.0,0.0,0.0,236
8,-9.1,33,2.1,1998,-22.4,0.03,0.0,0.0,517
9,-8.4,28,2.2,1947,-23.7,0.49,0.0,0.0,262
10,-6.7,23,2.4,1938,-24.4,1.25,0.0,0.0,161
11,-6.1,25,2.8,1976,-22.9,1.28,0.0,0.0,190
13,-2.7,29,2.9,1961,-18.3,2.29,0.0,0.0,246
14,-2.4,30,3.4,1824,-17.6,2.08,0.0,0.0,182
15,-2.1,30,3.9,1933,-17.3,2.22,0.0,0.0,228
16,-2.4,33,4.5,1815,-16.5,1.55,0.0,0.0,239
17,-3.1,36,4.4,1988,-16.0,0.89,0.0,0.0,288
18,-4.4,46,3.5,2000,-14.3,0.23,0.0,0.0,475
19,-4.9,52,2.0,2000,-13.2,0.0,0.0,0.0,340
20,-4.7,55,1.7,2000,-12.3,0.0,0.0,0.0,244
21,-4.3,59,3.0,1239,-11.1,0.0,0.0,0.0,253
22,-4.2,57,1.7,2000,-11.4,0.0,0.0,0.0,200
23,-4.4,58,2.4,2000,-11.4,0.0,0.0,0.0,140
0,-5.0,60,1.8,1995,-11.5,0.0,0.0,0.0,158
1,-5.5,60,1.3,1994,-12.0,0.0,0.0,0.0,146
2,-6.0,58,2.0,2000,-12.9,0.0,0.0,0.0,106
3,-6.2,61,1.3,1992,-12.5,0.0,0.0,0.0,70
4,-6.4,62,1.8,1978,-12.4,0.0,0.0,0.0,46
5,-6.7,64,1.6,1981,-12.3,0.0,0.0,0.0,51
6,-7.1,70,1.0,1977,-11.6,0.0,0.0,0.0,96
8,-7.1,68,0.6,1931,-12.0,0.03,0.0,0.0,568
9,-5.9,52,1.4,1935,-14.1,0.53,0.0,0.0,285
10,-2.4,41,1.5,1905,-13.8,1.19,0.0,0.0,200
11,-0.3,40,3.4,1728,-12.2,1.73,0.0,0.0,252
12,1.0,41,3.3,1794,-10.8,2.11,0.0,0.0,281
13,2.6,40,3.5,1854,-9.6,2.28,0.0,0.0,256
14,3.7,39,3.8,1908,-9.0,2.19,0.0,0.0,300
15,3.7,40,5.3,1950,-8.6,1.96,0.0,0.0,295
16,3.9,41,4.0,1973,-8.1,1.24,0.0,0.0,328
17,3.5,46,3.1,1992,-7.0,0.39,0.0,0.0,410
19,2.4,57,3.2,1995,-5.2,0.0,0.0,0.0,406
22,2.6,57,3.1,2000,-5.0,0.0,0.0,0.0,291
23,2.4,59,3.2,2000,-4.8,0.0,0.0,0.0,211
2,1.2,64,0.9,1680,-4.8,0.0,0.0,0.0,129
3,1.1,65,1.0,1596,-4.7,0.0,0.0,0.0,101
5,1.0,68,0.6,1519,-4.2,0.0,0.0,0.0,56
8,2.1,65,1.1,1559,-3.8,0.01,0.0,0.0,606
9,3.9,64,2.9,1483,-2.3,0.18,0.0,0.0,326
10,5.2,65,3.9,1313,-0.8,0.56,0.0,0.0,241
11,6.3,67,3.5,1179,0.6,0.52,0.0,0.0,288
12,6.9,67,3.9,986,1.1,0.42,0.0,0.0,312
13,7.2,65,3.8,773,1.0,0.61,0.0,0.0,349
14,7.8,57,3.5,675,-0.2,1.34,0.0,0.0,398
15,8.7,48,4.1,767,-1.7,1.68,0.0,0.0,461
16,8.0,36,3.5,1013,-6.1,1.09,0.0,0.0,447
19,3.9,37,1.4,1417,-9.4,0.0,0.0,0.0,316
20,2.8,29,2.8,1473,-13.5,0.0,0.0,0.0,262
21,1.7,27,3.1,1734,-15.3,0.0,0.0,0.0,216
22,0.3,33,4.0,1436,-14.1,0.0,0.0,0.0,218
23,-0.3,35,2.1,1577,-13.9,0.0,0.0,0.0,160
0,-0.7,37,3.5,1716,-13.6,0.0,0.0,0.0,126
1,-1.1,38,2.8,1999,-13.6,0.0,0.0,0.0,123
2,-1.2,35,2.2,2000,-14.7,0.0,0.0,0.0,112
3,-1.4,34,2.1,2000,-15.2,0.0,0.0,0.0,74
4,-1.9,34,3.0,2000,-15.7,0.0,0.0,0.0,58
5,-2.4,33,3.1,2000,-16.5,0.0,0.0,0.0,32
6,-2.6,38,1.0,2000,-15.0,0.0,0.0,0.0,39
8,-3.0,38,1.0,2000,-15.4,0.0,0.0,0.0,112
9,-3.5,30,1.5,1980,-18.6,0.0,0.0,0.0,112
10,-1.6,26,1.9,1980,-18.6,1.29,0.0,0.0,127
11,0.1,22,2.0,2000,-19.1,1.84,0.0,0.0,170
15,3.8,17,3.2,2000,-19.0,1.97,0.0,0.0,276
16,3.2,16,3.0,2000,-20.2,1.45,0.0,0.0,273
17,2.4,17,3.1,1990,-20.2,0.78,0.0,0.0,236
18,1.1,18,2.5,2000,-20.6,0.2,0.0,0.0,190
19,0.1,21,2.9,2000,-19.7,0.0,0.0,0.0,166
20,-0.4,27,2.2,2000,-17.1,0.0,0.0,0.0,148
21,-1.1,32,2.4,2000,-15.7,0.0,0.0,0.0,134
22,-1.9,30,0.8,2000,-17.2,0.0,0.0,0.0,145
23,-2.5,31,1.4,1996,-17.3,0.0,0.0,0.0,92
0,-3.3,35,1.8,1977,-16.6,0.0,0.0,0.0,105
1,-3.6,35,2.0,1943,-16.8,0.0,0.0,0.0,77
2,-4.1,38,1.2,1996,-16.3,0.0,0.0,0.0,47
3,-4.4,37,1.7,1989,-16.9,0.0,0.0,0.0,36
4,-4.5,42,1.4,1944,-15.5,0.0,0.0,0.0,35
6,-5.2,42,0.7,1980,-16.1,0.0,0.0,0.0,30
7,-5.4,41,0.3,2000,-16.6,0.0,0.0,0.0,49
8,-5.4,38,0.7,2000,-17.5,0.04,0.0,0.0,68
10,-1.3,32,1.5,1933,-15.9,1.24,0.0,0.0,78
11,1.0,25,1.4,1782,-16.8,1.7,0.0,0.0,93
12,2.2,19,1.4,1946,-19.1,2.01,0.0,0.0,137
14,4.2,18,3.3,1976,-18.0,2.25,0.0,0.0,196
16,3.3,38,3.8,1921,-9.6,1.33,0.0,0.0,189
17,2.5,48,4.2,1979,-7.4,0.76,0.0,0.0,210
18,1.4,56,3.2,1932,-6.4,0.22,0.0,0.0,165
19,0.6,59,2.3,1939,-6.5,0.0,0.0,0.0,126
20,0.2,61,1.9,1956,-6.4,0.0,0.0,0.0,150
21,0.1,67,2.5,1451,-5.3,0.0,0.0,0.0,114
22,-0.6,70,3.4,1204,-5.4,0.0,0.0,0.0,116
0,-2.7,41,3.2,1695,-14.1,0.0,0.0,0.0,79
2,-3.8,30,3.9,2000,-18.8,0.0,0.0,0.0,56
3,-4.5,28,3.0,2000,-20.3,0.0,0.0,0.0,34
4,-5.2,28,2.5,2000,-20.9,0.0,0.0,0.0,20
6,-6.2,32,2.5,2000,-20.2,0.0,0.0,0.0,39
8,-7.1,30,1.7,1991,-21.7,0.04,0.0,0.0,80
9,-6.5,26,2.4,1874,-22.8,0.64,0.0,0.0,98
10,-4.3,21,1.4,1908,-23.4,1.34,0.0,0.0,103
11,-2.8,19,2.6,1957,-23.2,1.91,0.0,0.0,155
13,-0.4,15,2.4,1938,-23.9,2.46,0.0,0.0,193
14,-0.1,15,4.0,2000,-23.7,2.39,0.0,0.0,258
16,1.3,15,4.2,2000,-22.5,1.63,0.0,0.0,267
17,0.6,17,3.3,2000,-21.7,0.79,0.0,0.0,250
18,-0.3,17,1.9,2000,-22.4,0.2,0.0,0.0,223
19,-1.5,32,2.5,2000,-16.0,0.0,0.0,0.0,169
20,-2.1,38,2.0,2000,-14.5,0.0,0.0,0.0,145
21,-2.3,38,2.3,2000,-14.7,0.0,0.0,0.0,133
23,-2.9,31,3.8,2000,-17.7,0.0,0.0,0.0,117
0,-3.6,33,1.7,2000,-17.5,0.0,0.0,0.0,99
