frequency,attack,chord,free,suction,scaled
250,9.9,0.1524,39.6,0.0233328,128.335
315,9.9,0.1524,39.6,0.0233328,128.595
400,9.9,0.1524,39.6,0.0233328,128.345
500,9.9,0.1524,39.6,0.0233328,126.835
630,9.9,0.1524,39.6,0.0233328,126.465
800,9.9,0.1524,39.6,0.0233328,126.345
1000,9.9,0.1524,39.6,0.0233328,123.835
1250,9.9,0.1524,39.6,0.0233328,120.555
2000,9.9,0.1524,39.6,0.0233328,117.925
2500,9.9,0.1524,39.6,0.0233328,116.295
3150,9.9,0.1524,39.6,0.0233328,113.525
5000,9.9,0.1524,39.6,0.0233328,111.135
200,9.9,0.1524,31.7,0.0252785,127.299
250,9.9,0.1524,31.7,0.0252785,128.559
400,9.9,0.1524,31.7,0.0252785,128.939
500,9.9,0.1524,31.7,0.0252785,127.179
630,9.9,0.1524,31.7,0.0252785,126.049
800,9.9,0.1524,31.7,0.0252785,125.539
1000,9.9,0.1524,31.7,0.0252785,122.149
1250,9.9,0.1524,31.7,0.0252785,118.619
2000,9.9,0.1524,31.7,0.0252785,116.859
2500,9.9,0.1524,31.7,0.0252785,114.729
4000,9.9,0.1524,31.7,0.0252785,111.459
5000,9.9,0.1524,31.7,0.0252785,109.949
6300,9.9,0.1524,31.7,0.0252785,108.689
200,12.6,0.1524,71.3,0.0483159,128.354
250,12.6,0.1524,71.3,0.0483159,129.744
315,12.6,0.1524,71.3,0.0483159,128.484
400,12.6,0.1524,71.3,0.0483159,127.094
500,12.6,0.1524,71.3,0.0483159,121.664
800,12.6,0.1524,71.3,0.0483159,123.054
1000,12.6,0.1524,71.3,0.0483159,122.044
1250,12.6,0.1524,71.3,0.0483159,120.154
1600,12.6,0.1524,71.3,0.0483159,120.534
2500,12.6,0.1524,71.3,0.0483159,115.234
3150,12.6,0.1524,71.3,0.0483159,113.334
4000,12.6,0.1524,71.3,0.0483159,108.034
5000,12.6,0.1524,71.3,0.0483159,108.034
6300,12.6,0.1524,71.3,0.0483159,107.284
250,12.6,0.1524,39.6,0.0584113,115.89
315,12.6,0.1524,39.6,0.0584113,116.02
400,12.6,0.1524,39.6,0.0584113,115.91
500,12.6,0.1524,39.6,0.0584113,114.9
800,12.6,0.1524,39.6,0.0584113,116.56
1000,12.6,0.1524,39.6,0.0584113,114.67
1250,12.6,0.1524,39.6,0.0584113,112.16
2000,12.6,0.1524,39.6,0.0584113,109.52
2500,12.6,0.1524,39.6,0.0584113,106.88
3150,12.6,0.1524,39.6,0.0584113,106.26
6300,12.6,0.1524,39.6,0.0584113,103.38
1000,0.0,0.0508,71.3,0.000740478,129.45
1250,0.0,0.0508,71.3,0.000740478,128.56
1600,0.0,0.0508,71.3,0.000740478,129.68
2000,0.0,0.0508,71.3,0.000740478,131.06
3150,0.0,0.0508,71.3,0.000740478,135.07
4000,0.0,0.0508,71.3,0.000740478,134.43
5000,0.0,0.0508,71.3,0.000740478,134.43
6300,0.0,0.0508,71.3,0.000740478,133.04
8000,0.0,0.0508,71.3,0.000740478,130.89
10000,0.0,0.0508,71.3,0.000740478,128.74
12500,0.0,0.0508,71.3,0.000740478,125.22
800,0.0,0.0508,55.5,0.00076193,124.336
1000,0.0,0.0508,55.5,0.00076193,125.586
1250,0.0,0.0508,55.5,0.00076193,127.076
1600,0.0,0.0508,55.5,0.00076193,128.576
2000,0.0,0.0508,55.5,0.00076193,131.456
2500,0.0,0.0508,55.5,0.00076193,133.956
3150,0.0,0.0508,55.5,0.00076193,134.826
4000,0.0,0.0508,55.5,0.00076193,134.946
6300,0.0,0.0508,55.5,0.00076193,132.796
8000,0.0,0.0508,55.5,0.00076193,130.156
10000,0.0,0.0508,55.5,0.00076193,127.636
12500,0.0,0.0508,55.5,0.00076193,125.376
1000,0.0,0.0508,39.6,0.000791822,127.638
2000,0.0,0.0508,39.6,0.000791822,132.918
2500,0.0,0.0508,39.6,0.000791822,134.938
3150,0.0,0.0508,39.6,0.000791822,135.938
8000,0.0,0.0508,39.6,0.000791822,128.518
12500,0.0,0.0508,39.6,0.000791822,123.988
1000,0.0,0.0508,31.7,0.000812164,126.78
1250,0.0,0.0508,31.7,0.000812164,129.27
2000,0.0,0.0508,31.7,0.000812164,133.01
3150,0.0,0.0508,31.7,0.000812164,135.49
4000,0.0,0.0508,31.7,0.000812164,134.11
6300,0.0,0.0508,31.7,0.000812164,130.34
10000,0.0,0.0508,31.7,0.000812164,122.45
12500,0.0,0.0508,31.7,0.000812164,119.07
1600,4.2,0.0508,71.3,0.00142788,124.318
2000,4.2,0.0508,71.3,0.00142788,129.848
2500,4.2,0.0508,71.3,0.00142788,131.978
3150,4.2,0.0508,71.3,0.00142788,133.728
4000,4.2,0.0508,71.3,0.00142788,133.598
5000,4.2,0.0508,71.3,0.00142788,132.828
6300,4.2,0.0508,71.3,0.00142788,129.308
8000,4.2,0.0508,71.3,0.00142788,125.268
12500,4.2,0.0508,71.3,0.00142788,117.328
1000,4.2,0.0508,39.6,0.00152689,125.647
1250,4.2,0.0508,39.6,0.00152689,128.427
1600,4.2,0.0508,39.6,0.00152689,130.197
2000,4.2,0.0508,39.6,0.00152689,132.587
3150,4.2,0.0508,39.6,0.00152689,133.587
4000,4.2,0.0508,39.6,0.00152689,131.807
5000,4.2,0.0508,39.6,0.00152689,129.777
6300,4.2,0.0508,39.6,0.00152689,125.717
8000,4.2,0.0508,39.6,0.00152689,120.397
10000,4.2,0.0508,39.6,0.00152689,116.967
800,8.4,0.0508,71.3,0.00529514,127.556
1000,8.4,0.0508,71.3,0.00529514,129.946
1600,8.4,0.0508,71.3,0.00529514,133.846
2000,8.4,0.0508,71.3,0.00529514,134.476
2500,8.4,0.0508,71.3,0.00529514,134.226
5000,8.4,0.0508,71.3,0.00529514,121.146
400,8.4,0.0508,55.5,0.00544854,121.582
630,8.4,0.0508,55.5,0.00544854,126.152
800,8.4,0.0508,55.5,0.00544854,128.562
1000,8.4,0.0508,55.5,0.00544854,130.722
1250,8.4,0.0508,55.5,0.00544854,132.252
1600,8.4,0.0508,55.5,0.00544854,133.032
2000,8.4,0.0508,55.5,0.00544854,133.042
2500,8.4,0.0508,55.5,0.00544854,131.542
3150,8.4,0.0508,55.5,0.00544854,128.402
5000,8.4,0.0508,55.5,0.00544854,115.812
400,8.4,0.0508,39.6,0.00566229,120.015
630,8.4,0.0508,39.6,0.00566229,126.045
1000,8.4,0.0508,39.6,0.00566229,130.195
1250,8.4,0.0508,39.6,0.00566229,131.205
1600,8.4,0.0508,39.6,0.00566229,130.965
2000,8.4,0.0508,39.6,0.00566229,129.965
2500,8.4,0.0508,39.6,0.00566229,127.465
4000,8.4,0.0508,39.6,0.00566229,118.955
630,8.4,0.0508,31.7,0.00580776,125.856
800,8.4,0.0508,31.7,0.00580776,128.246
1000,8.4,0.0508,31.7,0.00580776,129.516
1250,8.4,0.0508,31.7,0.00580776,130.156
1600,8.4,0.0508,31.7,0.00580776,129.296
2000,8.4,0.0508,31.7,0.00580776,127.686
3150,8.4,0.0508,31.7,0.00580776,122.086
4000,8.4,0.0508,31.7,0.00580776,118.106
250,11.2,0.0508,71.3,0.014072,127.101
315,11.2,0.0508,71.3,0.014072,128.381
400,11.2,0.0508,71.3,0.014072,129.281
500,11.2,0.0508,71.3,0.014072,130.311
630,11.2,0.0508,71.3,0.014072,133.611
800,11.2,0.0508,71.3,0.014072,136.031
1000,11.2,0.0508,71.3,0.014072,136.941
1250,11.2,0.0508,71.3,0.014072,136.191
2000,11.2,0.0508,71.3,0.014072,133.311
2500,11.2,0.0508,71.3,0.014072,130.541
3150,11.2,0.0508,71.3,0.014072,127.141
4000,11.2,0.0508,71.3,0.014072,122.471
250,11.2,0.0508,39.6,0.0150478,126.43
315,11.2,0.0508,39.6,0.0150478,128.99
500,11.2,0.0508,39.6,0.0150478,131.96
630,11.2,0.0508,39.6,0.0150478,133.13
800,11.2,0.0508,39.6,0.0150478,133.79
1000,11.2,0.0508,39.6,0.0150478,132.43
1250,11.2,0.0508,39.6,0.0150478,130.05
1600,11.2,0.0508,39.6,0.0150478,126.54
2500,11.2,0.0508,39.6,0.0150478,122.17
200,15.4,0.0508,71.3,0.0264269,123.595
250,15.4,0.0508,71.3,0.0264269,124.835
315,15.4,0.0508,71.3,0.0264269,126.195
500,15.4,0.0508,71.3,0.0264269,127.285
630,15.4,0.0508,71.3,0.0264269,129.645
1250,15.4,0.0508,71.3,0.0264269,130.845
1600,15.4,0.0508,71.3,0.0264269,130.065
2000,15.4,0.0508,71.3,0.0264269,129.285
2500,15.4,0.0508,71.3,0.0264269,127.625
3150,15.4,0.0508,71.3,0.0264269,125.715
4000,15.4,0.0508,71.3,0.0264269,122.675
5000,15.4,0.0508,71.3,0.0264269,119.135
6300,15.4,0.0508,71.3,0.0264269,115.215
8000,15.4,0.0508,71.3,0.0264269,112.675
200,15.4,0.0508,55.5,0.0271925,122.94
250,15.4,0.0508,55.5,0.0271925,124.17
315,15.4,0.0508,55.5,0.0271925,125.39
400,15.4,0.0508,55.5,0.0271925,126.5
630,15.4,0.0508,55.5,0.0271925,129.33
1000,15.4,0.0508,55.5,0.0271925,130.4
1600,15.4,0.0508,55.5,0.0271925,128.2
2500,15.4,0.0508,55.5,0.0271925,125.63
4000,15.4,0.0508,55.5,0.0271925,120.92
5000,15.4,0.0508,55.5,0.0271925,117.11
6300,15.4,0.0508,55.5,0.0271925,112.93
250,15.4,0.0508,39.6,0.0282593,122.893
400,15.4,0.0508,39.6,0.0282593,125.353
630,15.4,0.0508,39.6,0.0282593,127.443
1000,15.4,0.0508,39.6,0.0282593,127.893
1250,15.4,0.0508,39.6,0.0282593,126.743
1600,15.4,0.0508,39.6,0.0282593,124.843
2500,15.4,0.0508,39.6,0.0282593,122.413
3150,15.4,0.0508,39.6,0.0282593,120.513
4000,15.4,0.0508,39.6,0.0282593,118.113
5000,15.4,0.0508,39.6,0.0282593,114.453
6300,15.4,0.0508,39.6,0.0282593,109.663
315,15.4,0.0508,31.7,0.0289853,122.845
400,15.4,0.0508,31.7,0.0289853,123.705
500,15.4,0.0508,31.7,0.0289853,123.695
630,15.4,0.0508,31.7,0.0289853,124.685
1000,15.4,0.0508,31.7,0.0289853,124.525
1250,15.4,0.0508,31.7,0.0289853,123.255
1600,15.4,0.0508,31.7,0.0289853,121.485
2000,15.4,0.0508,31.7,0.0289853,120.835
2500,15.4,0.0508,31.7,0.0289853,119.945
3150,15.4,0.0508,31.7,0.0289853,118.045
4000,15.4,0.0508,31.7,0.0289853,115.635
5000,15.4,0.0508,31.7,0.0289853,112.355
6300,15.4,0.0508,31.7,0.0289853,108.185
315,19.7,0.0508,71.3,0.0341183,121.235
800,19.7,0.0508,71.3,0.0341183,124.555
1000,19.7,0.0508,71.3,0.0341183,121.885
1600,19.7,0.0508,71.3,0.0341183,120.575
2000,19.7,0.0508,71.3,0.0341183,120.055
2500,19.7,0.0508,71.3,0.0341183,118.385
3150,19.7,0.0508,71.3,0.0341183,116.225
200,19.7,0.0508,39.6,0.036484,125.974
250,19.7,0.0508,39.6,0.036484,127.224
400,19.7,0.0508,39.6,0.036484,130.614
500,19.7,0.0508,39.6,0.036484,128.444
630,19.7,0.0508,39.6,0.036484,120.324
800,19.7,0.0508,39.6,0.036484,119.174
1000,19.7,0.0508,39.6,0.036484,118.904
1250,19.7,0.0508,39.6,0.036484,118.634
1600,19.7,0.0508,39.6,0.036484,117.604
2000,19.7,0.0508,39.6,0.036484,117.724
2500,19.7,0.0508,39.6,0.036484,116.184
3150,19.7,0.0508,39.6,0.036484,113.004
4000,19.7,0.0508,39.6,0.036484,108.684
2500,0.0,0.0254,71.3,0.000400682,133.707
3150,0.0,0.0254,71.3,0.000400682,137.007
4000,0.0,0.0254,71.3,0.000400682,138.557
5000,0.0,0.0254,71.3,0.000400682,136.837
6300,0.0,0.0254,71.3,0.000400682,134.987
8000,0.0,0.0254,71.3,0.000400682,129.867
10000,0.0,0.0254,71.3,0.000400682,130.787
12500,0.0,0.0254,71.3,0.000400682,133.207
16000,0.0,0.0254,71.3,0.000400682,130.477
20000,0.0,0.0254,71.3,0.000400682,123.217
2500,0.0,0.0254,55.5,0.00041229,130.073
6300,0.0,0.0254,55.5,0.00041229,136.103
8000,0.0,0.0254,55.5,0.00041229,136.163
10000,0.0,0.0254,55.5,0.00041229,134.563
12500,0.0,0.0254,55.5,0.00041229,131.453
16000,0.0,0.0254,55.5,0.00041229,125.683
20000,0.0,0.0254,55.5,0.00041229,121.933
1600,0.0,0.0254,39.6,0.000428464,124.156
2000,0.0,0.0254,39.6,0.000428464,130.026
2500,0.0,0.0254,39.6,0.000428464,131.836
3150,0.0,0.0254,39.6,0.000428464,133.276
5000,0.0,0.0254,39.6,0.000428464,136.536
8000,0.0,0.0254,39.6,0.000428464,135.866
10000,0.0,0.0254,39.6,0.000428464,133.376
12500,0.0,0.0254,39.6,0.000428464,129.116
16000,0.0,0.0254,39.6,0.000428464,124.986
1000,0.0,0.0254,31.7,0.000439472,125.127
1250,0.0,0.0254,31.7,0.000439472,127.947
1600,0.0,0.0254,31.7,0.000439472,129.267
2000,0.0,0.0254,31.7,0.000439472,130.697
2500,0.0,0.0254,31.7,0.000439472,132.897
3150,0.0,0.0254,31.7,0.000439472,135.227
5000,0.0,0.0254,31.7,0.000439472,138.607
6300,0.0,0.0254,31.7,0.000439472,138.537
8000,0.0,0.0254,31.7,0.000439472,137.207
10000,0.0,0.0254,31.7,0.000439472,134.227
16000,0.0,0.0254,31.7,0.000439472,125.627
2000,4.8,0.0254,71.3,0.000848633,128.398
2500,4.8,0.0254,71.3,0.000848633,130.828
3150,4.8,0.0254,71.3,0.000848633,133.378
4000,4.8,0.0254,71.3,0.000848633,134.928
6300,4.8,0.0254,71.3,0.000848633,134.498
10000,4.8,0.0254,71.3,0.000848633,127.398
12500,4.8,0.0254,71.3,0.000848633,127.688
16000,4.8,0.0254,71.3,0.000848633,124.208
1600,4.8,0.0254,55.5,0.000873218,121.474
2500,4.8,0.0254,55.5,0.000873218,129.144
3150,4.8,0.0254,55.5,0.000873218,132.354
5000,4.8,0.0254,55.5,0.000873218,135.484
8000,4.8,0.0254,55.5,0.000873218,132.184
10000,4.8,0.0254,55.5,0.000873218,126.944
12500,4.8,0.0254,55.5,0.000873218,125.094
16000,4.8,0.0254,55.5,0.000873218,124.394
20000,4.8,0.0254,55.5,0.000873218,121.284
630,4.8,0.0254,39.6,0.000907475,118.696
1000,4.8,0.0254,39.6,0.000907475,122.956
1250,4.8,0.0254,39.6,0.000907475,125.026
2000,4.8,0.0254,39.6,0.000907475,128.916
2500,4.8,0.0254,39.6,0.000907475,131.236
3150,4.8,0.0254,39.6,0.000907475,133.436
4000,4.8,0.0254,39.6,0.000907475,134.996
5000,4.8,0.0254,39.6,0.000907475,135.426
6300,4.8,0.0254,39.6,0.000907475,134.336
8000,4.8,0.0254,39.6,0.000907475,131.346
10000,4.8,0.0254,39.6,0.000907475,126.066
500,4.8,0.0254,31.7,0.000930789,116.128
800,4.8,0.0254,31.7,0.000930789,122.648
1000,4.8,0.0254,31.7,0.000930789,125.348
1250,4.8,0.0254,31.7,0.000930789,127.408
1600,4.8,0.0254,31.7,0.000930789,128.718
2500,4.8,0.0254,31.7,0.000930789,132.588
3150,4.8,0.0254,31.7,0.000930789,134.268
4000,4.8,0.0254,31.7,0.000930789,135.328
5000,4.8,0.0254,31.7,0.000930789,135.248
6300,4.8,0.0254,31.7,0.000930789,132.898
8000,4.8,0.0254,31.7,0.000930789,127.008
800,9.5,0.0254,71.3,0.00420654,127.206
1000,9.5,0.0254,71.3,0.00420654,129.556
1600,9.5,0.0254,71.3,0.00420654,133.756
2000,9.5,0.0254,71.3,0.00420654,134.976
2500,9.5,0.0254,71.3,0.00420654,135.956
3150,9.5,0.0254,71.3,0.00420654,136.166
4000,9.5,0.0254,71.3,0.00420654,134.236
5000,9.5,0.0254,71.3,0.00420654,131.186
6300,9.5,0.0254,71.3,0.00420654,127.246
400,9.5,0.0254,55.5,0.0043284,120.952
1000,9.5,0.0254,55.5,0.0043284,130.332
2500,9.5,0.0254,55.5,0.0043284,134.152
3150,9.5,0.0254,55.5,0.0043284,133.252
4000,9.5,0.0254,55.5,0.0043284,131.582
5000,9.5,0.0254,55.5,0.0043284,128.412
200,9.5,0.0254,39.6,0.00449821,116.074
250,9.5,0.0254,39.6,0.00449821,116.924
400,9.5,0.0254,39.6,0.00449821,121.154
630,9.5,0.0254,39.6,0.00449821,126.514
1000,9.5,0.0254,39.6,0.00449821,130.374
1250,9.5,0.0254,39.6,0.00449821,130.964
1600,9.5,0.0254,39.6,0.00449821,131.184
2000,9.5,0.0254,39.6,0.00449821,131.274
2500,9.5,0.0254,39.6,0.00449821,131.234
3150,9.5,0.0254,39.6,0.00449821,129.934
4000,9.5,0.0254,39.6,0.00449821,127.864
5000,9.5,0.0254,39.6,0.00449821,125.044
6300,9.5,0.0254,39.6,0.00449821,120.324
200,9.5,0.0254,31.7,0.00461377,119.146
250,9.5,0.0254,31.7,0.00461377,120.136
400,9.5,0.0254,31.7,0.00461377,124.756
500,9.5,0.0254,31.7,0.00461377,126.886
630,9.5,0.0254,31.7,0.00461377,129.006
1000,9.5,0.0254,31.7,0.00461377,131.346
1250,9.5,0.0254,31.7,0.00461377,131.446
2500,9.5,0.0254,31.7,0.00461377,130.086
5000,9.5,0.0254,31.7,0.00461377,124.426
250,12.7,0.0254,71.3,0.0121808,119.698
315,12.7,0.0254,71.3,0.0121808,122.938
400,12.7,0.0254,71.3,0.0121808,125.048
500,12.7,0.0254,71.3,0.0121808,126.898
630,12.7,0.0254,71.3,0.0121808,128.878
800,12.7,0.0254,71.3,0.0121808,130.348
1250,12.7,0.0254,71.3,0.0121808,133.048
1600,12.7,0.0254,71.3,0.0121808,134.528
2000,12.7,0.0254,71.3,0.0121808,134.228
2500,12.7,0.0254,71.3,0.0121808,134.058
3150,12.7,0.0254,71.3,0.0121808,133.758
4000,12.7,0.0254,71.3,0.0121808,131.808
6300,12.7,0.0254,71.3,0.0121808,125.398
10000,12.7,0.0254,71.3,0.0121808,114.418
250,12.7,0.0254,39.6,0.0130253,121.547
315,12.7,0.0254,39.6,0.0130253,123.537
400,12.7,0.0254,39.6,0.0130253,125.527
500,12.7,0.0254,39.6,0.0130253,127.127
630,12.7,0.0254,39.6,0.0130253,128.867
800,12.7,0.0254,39.6,0.0130253,130.217
1000,12.7,0.0254,39.6,0.0130253,130.947
1250,12.7,0.0254,39.6,0.0130253,130.777
1600,12.7,0.0254,39.6,0.0130253,129.977
2000,12.7,0.0254,39.6,0.0130253,129.567
2500,12.7,0.0254,39.6,0.0130253,129.027
3150,12.7,0.0254,39.6,0.0130253,127.847
4000,12.7,0.0254,39.6,0.0130253,126.537
5000,12.7,0.0254,39.6,0.0130253,125.107
6300,12.7,0.0254,39.6,0.0130253,123.177
8000,12.7,0.0254,39.6,0.0130253,120.607
10000,12.7,0.0254,39.6,0.0130253,116.017
200,17.4,0.0254,71.3,0.016104,112.506
250,17.4,0.0254,71.3,0.016104,113.796
400,17.4,0.0254,71.3,0.016104,117.396
630,17.4,0.0254,71.3,0.016104,122.606
800,17.4,0.0254,71.3,0.016104,124.276
1000,17.4,0.0254,71.3,0.016104,125.816
1250,17.4,0.0254,71.3,0.016104,126.356
1600,17.4,0.0254,71.3,0.016104,126.406
2500,17.4,0.0254,71.3,0.016104,126.746
4000,17.4,0.0254,71.3,0.016104,125.586
5000,17.4,0.0254,71.3,0.016104,123.126
8000,17.4,0.0254,71.3,0.016104,115.466
200,17.4,0.0254,55.5,0.0165706,109.951
250,17.4,0.0254,55.5,0.0165706,110.491
315,17.4,0.0254,55.5,0.0165706,111.911
400,17.4,0.0254,55.5,0.0165706,115.461
500,17.4,0.0254,55.5,0.0165706,119.621
630,17.4,0.0254,55.5,0.0165706,122.411
800,17.4,0.0254,55.5,0.0165706,123.091
1000,17.4,0.0254,55.5,0.0165706,126.001
1600,17.4,0.0254,55.5,0.0165706,126.471
2000,17.4,0.0254,55.5,0.0165706,125.261
2500,17.4,0.0254,55.5,0.0165706,124.931
3150,17.4,0.0254,55.5,0.0165706,124.101
4000,17.4,0.0254,55.5,0.0165706,121.771
5000,17.4,0.0254,55.5,0.0165706,118.941
6300,17.4,0.0254,55.5,0.0165706,114.861
200,17.4,0.0254,39.6,0.0172206,114.044
250,17.4,0.0254,39.6,0.0172206,114.714
315,17.4,0.0254,39.6,0.0172206,115.144
400,17.4,0.0254,39.6,0.0172206,115.444
500,17.4,0.0254,39.6,0.0172206,117.514
630,17.4,0.0254,39.6,0.0172206,124.514
800,17.4,0.0254,39.6,0.0172206,135.324
1000,17.4,0.0254,39.6,0.0172206,138.274
1250,17.4,0.0254,39.6,0.0172206,131.364
1600,17.4,0.0254,39.6,0.0172206,127.614
2000,17.4,0.0254,39.6,0.0172206,126.644
2500,17.4,0.0254,39.6,0.0172206,124.154
4000,17.4,0.0254,39.6,0.0172206,122.724
5000,17.4,0.0254,39.6,0.0172206,119.854
200,17.4,0.0254,31.7,0.0176631,116.146
250,17.4,0.0254,31.7,0.0176631,116.956
315,17.4,0.0254,31.7,0.0176631,118.416
400,17.4,0.0254,31.7,0.0176631,120.766
500,17.4,0.0254,31.7,0.0176631,127.676
630,17.4,0.0254,31.7,0.0176631,136.886
800,17.4,0.0254,31.7,0.0176631,139.226
1000,17.4,0.0254,31.7,0.0176631,131.796
1250,17.4,0.0254,31.7,0.0176631,128.306
1600,17.4,0.0254,31.7,0.0176631,126.846
2000,17.4,0.0254,31.7,0.0176631,124.356
2500,17.4,0.0254,31.7,0.0176631,124.166
3150,17.4,0.0254,31.7,0.0176631,123.466
5000,17.4,0.0254,31.7,0.0176631,117.996
315,22.2,0.0254,71.3,0.0214178,115.857
400,22.2,0.0254,71.3,0.0214178,117.927
500,22.2,0.0254,71.3,0.0214178,117.967
630,22.2,0.0254,71.3,0.0214178,120.657
800,22.2,0.0254,71.3,0.0214178,123.227
1000,22.2,0.0254,71.3,0.0214178,134.247
1250,22.2,0.0254,71.3,0.0214178,140.987
1600,22.2,0.0254,71.3,0.0214178,131.817
2000,22.2,0.0254,71.3,0.0214178,127.197
3150,22.2,0.0254,71.3,0.0214178,124.127
4000,22.2,0.0254,71.3,0.0214178,123.917
5000,22.2,0.0254,71.3,0.0214178,125.727
6300,22.2,0.0254,71.3,0.0214178,123.127
8000,22.2,0.0254,71.3,0.0214178,121.657
250,22.2,0.0254,39.6,0.0229028,117.386
315,22.2,0.0254,39.6,0.0229028,120.716
400,22.2,0.0254,39.6,0.0229028,123.416
500,22.2,0.0254,39.6,0.0229028,129.776
630,22.2,0.0254,39.6,0.0229028,137.026
2500,22.2,0.0254,39.6,0.0229028,121.306
3150,22.2,0.0254,39.6,0.0229028,120.856
4000,22.2,0.0254,39.6,0.0229028,119.646
5000,22.2,0.0254,39.6,0.0229028,118.816
630,0.0,0.1016,71.3,0.00121072,124.155
800,0.0,0.1016,71.3,0.00121072,126.805
1000,0.0,0.1016,71.3,0.00121072,128.825
1600,0.0,0.1016,71.3,0.00121072,131.725
2000,0.0,0.1016,71.3,0.00121072,132.095
2500,0.0,0.1016,71.3,0.00121072,132.595
3150,0.0,0.1016,71.3,0.00121072,131.955
4000,0.0,0.1016,71.3,0.00121072,130.935
5000,0.0,0.1016,71.3,0.00121072,130.795
6300,0.0,0.1016,71.3,0.00121072,129.395
8000,0.0,0.1016,71.3,0.00121072,125.465
10000,0.0,0.1016,71.3,0.00121072,123.305
12500,0.0,0.1016,71.3,0.00121072,119.375
630,0.0,0.1016,55.5,0.00131983,126.17
800,0.0,0.1016,55.5,0.00131983,127.92
1000,0.0,0.1016,55.5,0.00131983,129.8
1250,0.0,0.1016,55.5,0.00131983,131.43
1600,0.0,0.1016,55.5,0.00131983,132.05
2000,0.0,0.1016,55.5,0.00131983,132.54
2500,0.0,0.1016,55.5,0.00131983,133.04
5000,0.0,0.1016,55.5,0.00131983,128.36
6300,0.0,0.1016,55.5,0.00131983,127.73
8000,0.0,0.1016,55.5,0.00131983,124.45
10000,0.0,0.1016,55.5,0.00131983,121.93
12500,0.0,0.1016,55.5,0.00131983,119.91
630,0.0,0.1016,39.6,0.00146332,125.401
1000,0.0,0.1016,39.6,0.00146332,130.781
1250,0.0,0.1016,39.6,0.00146332,132.271
1600,0.0,0.1016,39.6,0.00146332,133.261
2000,0.0,0.1016,39.6,0.00146332,133.251
2500,0.0,0.1016,39.6,0.00146332,132.611
3150,0.0,0.1016,39.6,0.00146332,130.961
5000,0.0,0.1016,39.6,0.00146332,126.021
6300,0.0,0.1016,39.6,0.00146332,125.631
8000,0.0,0.1016,39.6,0.00146332,122.341
10000,0.0,0.1016,39.6,0.00146332,119.561
630,0.0,0.1016,31.7,0.00150092,126.413
1000,0.0,0.1016,31.7,0.00150092,131.313
1250,0.0,0.1016,31.7,0.00150092,133.063
1600,0.0,0.1016,31.7,0.00150092,133.553
2000,0.0,0.1016,31.7,0.00150092,133.153
3150,0.0,0.1016,31.7,0.00150092,129.973
4000,0.0,0.1016,31.7,0.00150092,126.933
5000,0.0,0.1016,31.7,0.00150092,124.393
6300,0.0,0.1016,31.7,0.00150092,124.253
8000,0.0,0.1016,31.7,0.00150092,120.193
10000,0.0,0.1016,31.7,0.00150092,115.893
1250,3.3,0.1016,71.3,0.00202822,132.304
1600,3.3,0.1016,71.3,0.00202822,133.664
2000,3.3,0.1016,71.3,0.00202822,134.034
2500,3.3,0.1016,71.3,0.00202822,133.894
3150,3.3,0.1016,71.3,0.00202822,132.114
4000,3.3,0.1016,71.3,0.00202822,128.704
6300,3.3,0.1016,71.3,0.00202822,124.904
8000,3.3,0.1016,71.3,0.00202822,121.234
10000,3.3,0.1016,71.3,0.00202822,116.694
630,3.3,0.1016,55.5,0.002211,126.599
800,3.3,0.1016,55.5,0.002211,129.119
1000,3.3,0.1016,55.5,0.002211,131.129
1250,3.3,0.1016,55.5,0.002211,132.769
1600,3.3,0.1016,55.5,0.002211,133.649
2500,3.3,0.1016,55.5,0.002211,132.889
3150,3.3,0.1016,55.5,0.002211,130.629
5000,3.3,0.1016,55.5,0.002211,124.839
6300,3.3,0.1016,55.5,0.002211,123.839
8000,3.3,0.1016,55.5,0.002211,120.569
10000,3.3,0.1016,55.5,0.002211,115.659
630,3.3,0.1016,39.6,0.00245138,127.251
800,3.3,0.1016,39.6,0.00245138,129.991
1000,3.3,0.1016,39.6,0.00245138,131.971
1250,3.3,0.1016,39.6,0.00245138,133.211
1600,3.3,0.1016,39.6,0.00245138,133.071
2500,3.3,0.1016,39.6,0.00245138,130.791
4000,3.3,0.1016,39.6,0.00245138,124.881
5000,3.3,0.1016,39.6,0.00245138,122.371
6300,3.3,0.1016,39.6,0.00245138,120.851
8000,3.3,0.1016,39.6,0.00245138,118.091
10000,3.3,0.1016,39.6,0.00245138,115.321
630,3.3,0.1016,31.7,0.00251435,128.952
800,3.3,0.1016,31.7,0.00251435,131.362
1000,3.3,0.1016,31.7,0.00251435,133.012
1250,3.3,0.1016,31.7,0.00251435,134.022
1600,3.3,0.1016,31.7,0.00251435,133.402
2500,3.3,0.1016,31.7,0.00251435,130.392
3150,3.3,0.1016,31.7,0.00251435,128.252
5000,3.3,0.1016,31.7,0.00251435,122.082
630,6.7,0.1016,71.3,0.00478288,131.448
800,6.7,0.1016,71.3,0.00478288,134.478
1000,6.7,0.1016,71.3,0.00478288,136.758
1600,6.7,0.1016,71.3,0.00478288,136.678
3150,6.7,0.1016,71.3,0.00478288,124.458
500,6.7,0.1016,55.5,0.0052139,129.343
630,6.7,0.1016,55.5,0.0052139,133.023
800,6.7,0.1016,55.5,0.0052139,135.953
1000,6.7,0.1016,55.5,0.0052139,137.233
